,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
7141.42974.8021,3,1,2,86,42,11,62,14,119,334, $1.67 , $0.10 , $0.34 , $0.76 , $0.15 , $0.05 , $3.07 , $4.25 ,6,-25,33,33,47,,,,,,,,,,,
7141.42974.8042,1,1,1,89,33,9,25,25,157,338, $0.85 , $0.10 , $0.30 , $0.56 , $0.16 , $0.05 , $2.02 , $3.75 ,9,-26,16,39,38,,,,,,,,,,,
7141.42974.8042,1,1,3,44,19,15,54,15,125,272, $2.04 , $0.10 , $0.21 , $0.50 , $0.05 , $0.05 , $2.95 , $3.75 ,8,-23,24,27,36,,,,,,,,,,,
7141.42974.8049,7,1,1,93,21,18,54,18,209,413, $1.03 , $0.10 , $0.22 , $0.90 , $0.09 , $0.05 , $2.39 , $4.75 ,6,-40,20,39,25,,,,,,,,,,,
7141.42974.8063,3,1,2,88,34,6,59,12,114,313, $1.57 , $0.10 , $0.46 , $0.71 , $0.14 , $0.05 , $3.03 , $4.25 ,6,-9,13,40,50,,,,,,,,,,,
7141.42974.8069,6,2,1,78,36,26,48,27,177,392, $0.98 , $0.15 , $0.68 , $2.30 , $0.22 , $0.08 , $4.41 , $7.75 ,7,-31,9,28,13,,,,,,,,,,,
7141.42974.8090,6,1,2,82,30,14,36,11,147,320, $1.60 , $0.10 , $0.42 , $1.37 , $0.17 , $0.05 , $3.71 , $4.75 ,6,2,38,27,73,,,,,,,,,,,
7141.42974.8097,1,1,3,44,23,10,38,16,127,258, $1.94 , $0.10 , $0.40 , $0.67 , $0.16 , $0.05 , $3.32 , $3.75 ,5,11,28,22,66,,,,,,,,,,,
7141.42974.8153,1,2,1,72,31,15,24,21,189,352, $0.88 , $0.15 , $0.64 , $1.14 , $0.27 , $0.08 , $3.16 , $5.50 ,8,7,33,17,65,,,,,,,,,,,
7141.42974.8160,7,1,2,73,30,13,48,15,123,302, $1.51 , $0.10 , $0.18 , $0.76 , $0.12 , $0.05 , $2.72 , $4.75 ,6,-11,29,36,60,,,,,,,,,,,
7141.42974.8167,1,1,2,88,17,9,32,12,109,267, $1.34 , $0.10 , $0.21 , $0.57 , $0.21 , $0.05 , $2.48 , $3.75 ,8,2,26,36,72,,,,,,,,,,,
7141.42974.8222,6,1,2,77,42,15,55,13,118,320, $1.60 , $0.10 , $0.30 , $1.10 , $0.08 , $0.05 , $3.23 , $4.75 ,8,-25,35,37,55,,,,,,,,,,,
7141.42974.8236,1,1,2,76,36,11,44,16,115,298, $1.49 , $0.10 , $0.25 , $0.61 , $0.08 , $0.05 , $2.58 , $3.75 ,7,17,31,28,83,,,,,,,,,,,
7141.42974.8250,1,2,2,84,44,14,67,16,117,342, $1.71 , $0.15 , $0.66 , $1.22 , $0.24 , $0.08 , $4.06 , $5.50 ,6,4,36,33,79,,,,,,,,,,,
7141.42974.8257,3,1,2,90,29,6,33,10,125,293, $1.47 , $0.10 , $0.36 , $0.79 , $0.21 , $0.05 , $2.98 , $4.25 ,5,-12,33,30,56,,,,,,,,,,,
7141.42974.8285,1,1,1,92,34,6,66,16,184,398, $1.00 , $0.10 , $0.28 , $0.60 , $0.17 , $0.05 , $2.20 , $3.75 ,4,-3,11,28,40,,,,,,,,,,,
7141.42974.8285,5,1,3,53,14,7,54,14,121,263, $1.97 , $0.10 , $0.29 , $1.08 , $0.09 , $0.05 , $3.58 , $4.75 ,3,-25,15,7,0,,,,,,,,,,,
7141.42974.8292,4,2,3,132,32,32,66,15,121,398, $2.99 , $0.15 , $0.48 , $1.38 , $0.21 , $0.08 , $5.29 , $5.50 ,5,-25,23,33,36,,,,,,,,,,,
7141.42974.8299,5,2,2,101,27,9,52,12,119,320, $1.60 , $0.15 , $0.56 , $2.13 , $0.22 , $0.08 , $4.74 , $7.75 ,9,-24,38,22,45,,,,,,,,,,,
7141.42974.8306,7,2,3,52,21,27,72,17,116,305, $2.29 , $0.15 , $0.40 , $1.76 , $0.10 , $0.08 , $4.78 , $6.75 ,6,1,22,33,62,,,,,,,,,,,
7141.42974.8319,1,1,2,94,28,9,28,13,121,293, $1.47 , $0.10 , $0.37 , $0.59 , $0.09 , $0.05 , $2.67 , $3.75 ,9,3,32,35,79,,,,,,,,,,,
7141.42974.8326,6,1,3,47,31,12,17,12,136,255, $1.91 , $0.10 , $0.39 , $1.29 , $0.03 , $0.05 , $3.77 , $4.75 ,8,-19,29,35,53,,,,,,,,,,,
7141.42974.8347,6,1,2,92,32,17,61,11,122,335, $1.68 , $0.10 , $0.48 , $1.20 , $0.06 , $0.05 , $3.57 , $4.75 ,6,-24,31,34,47,,,,,,,,,,,
7141.42974.8375,7,2,2,101,30,30,34,14,120,329, $1.65 , $0.15 , $0.37 , $1.78 , $0.23 , $0.08 , $4.26 , $6.75 ,7,-16,22,41,54,,,,,,,,,,,
7141.42974.8375,5,1,2,96,32,6,51,16,115,316, $1.58 , $0.10 , $0.38 , $1.11 , $0.06 , $0.05 , $3.28 , $4.75 ,2,8,24,25,59,,,,,,,,,,,
7141.42974.8382,4,1,2,181,38,13,24,13,110,379, $1.90 , $0.10 , $0.22 , $0.61 , $0.12 , $0.05 , $3.00 , $3.75 ,6,-10,30,18,44,,,,,,,,,,,
7141.42974.8389,1,2,3,54,25,16,40,14,107,256, $1.92 , $0.15 , $0.67 , $1.13 , $0.29 , $0.08 , $4.24 , $5.50 ,5,-18,31,23,41,,,,,,,,,,,
7141.42974.8396,1,1,2,85,30,10,61,18,122,326, $1.63 , $0.10 , $0.26 , $0.58 , $0.05 , $0.05 , $2.67 , $3.75 ,5,-13,32,38,62,,,,,,,,,,,
7141.42974.8396,1,2,2,97,41,15,63,12,106,334, $1.67 , $0.15 , $0.56 , $1.08 , $0.14 , $0.08 , $3.68 , $5.50 ,9,-15,30,40,64,,,,,,,,,,,
7141.42974.8417,7,1,2,98,30,19,2,13,118,280, $1.40 , $0.10 , $0.23 , $0.77 , $0.06 , $0.05 , $2.61 , $4.75 ,9,-17,14,20,26,,,,,,,,,,,
7141.42974.8431,5,1,1,73,29,7,54,14,173,350, $0.88 , $0.10 , $0.37 , $1.05 , $0.05 , $0.05 , $2.50 , $4.75 ,5,-34,32,20,23,,,,,,,,,,,
7141.42974.8431,1,2,1,56,38,15,56,16,181,362, $0.91 , $0.15 , $0.52 , $1.23 , $0.21 , $0.08 , $3.10 , $5.50 ,8,-25,33,33,49,,,,,,,,,,,
7141.42974.8458,3,1,1,84,35,10,40,16,184,369, $0.92 , $0.10 , $0.27 , $0.72 , $(0.01), $0.05 , $2.05 , $4.25 ,5,-13,15,13,20,,,,,,,,,,,
7141.42974.8465,3,2,2,103,47,13,61,17,122,363, $1.82 , $0.15 , $0.72 , $1.54 , $0.18 , $0.08 , $4.49 , $6.75 ,7,-16,36,16,43,,,,,,,,,,,
7141.42974.8472,5,1,2,85,31,5,38,12,118,289, $1.45 , $0.10 , $0.32 , $1.03 , $0.09 , $0.05 , $3.04 , $4.75 ,3,-6,30,20,47,,,,,,,,,,,
7141.42974.8493,3,1,1,76,43,9,29,21,202,380, $0.95 , $0.10 , $0.30 , $0.72 , $0.16 , $0.05 , $2.28 , $4.25 ,8,-2,10,18,34,,,,,,,,,,,
7141.42974.8493,7,1,1,69,17,14,46,17,185,348, $0.87 , $0.10 , $0.18 , $0.85 , $0.07 , $0.05 , $2.12 , $4.75 ,9,-36,16,16,5,,,,,,,,,,,
7141.42974.8493,1,2,3,52,29,14,61,18,130,304, $2.28 , $0.15 , $0.68 , $1.33 , $0.17 , $0.08 , $4.69 , $5.50 ,7,-11,5,33,34,,,,,,,,,,,
7141.42974.8507,7,1,2,66,25,14,30,10,141,286, $1.43 , $0.10 , $0.21 , $0.81 , $0.18 , $0.05 , $2.78 , $4.75 ,9,-22,23,35,45,,,,,,,,,,,
7141.42974.8507,3,2,1,103,37,16,43,17,176,392, $0.98 , $0.15 , $0.67 , $1.48 , $0.06 , $0.08 , $3.42 , $6.75 ,9,-11,27,27,52,,,,,,,,,,,
7141.42974.8521,1,1,3,61,36,10,44,12,111,274, $2.06 , $0.10 , $0.33 , $0.62 , $0.03 , $0.05 , $3.19 , $3.75 ,4,-14,27,37,54,,,,,,,,,,,
7141.42974.8521,5,2,2,101,35,8,56,16,124,340, $1.70 , $0.15 , $0.68 , $2.05 , $0.18 , $0.08 , $4.84 , $7.75 ,3,10,30,28,71,,,,,,,,,,,
7141.42974.8542,1,1,2,76,37,8,55,10,110,296, $1.48 , $0.10 , $0.21 , $0.53 , $0.05 , $0.05 , $2.42 , $3.75 ,7,10,21,33,71,,,,,,,,,,,
7141.42974.8569,6,1,2,78,45,21,30,16,110,300, $1.50 , $0.10 , $0.25 , $1.19 , $0.13 , $0.05 , $3.22 , $4.75 ,9,-6,26,26,55,,,,,,,,,,,
7141.42974.8576,2,2,2,84,45,14,67,15,127,352, $1.76 , $0.15 , $0.59 , $1.31 , $0.21 , $0.08 , $4.10 , $5.50 ,3,-28,25,23,23,,,,,,,,,,,
7141.42974.8611,1,1,2,89,31,14,35,9,120,298, $1.49 , $0.10 , $0.31 , $0.72 , $0.09 , $0.05 , $2.76 , $3.75 ,8,19,26,24,77,,,,,,,,,,,
7141.42974.8618,5,1,1,62,27,8,72,22,184,375, $0.94 , $0.10 , $0.22 , $1.15 , $0.15 , $0.05 , $2.61 , $4.75 ,7,-4,11,11,25,,,,,,,,,,,
7141.42974.8618,2,1,2,67,29,12,85,14,129,336, $1.68 , $0.10 , $0.31 , $0.56 , $0.07 , $0.05 , $2.77 , $3.75 ,7,5,25,41,78,,,,,,,,,,,
7141.42974.8653,6,1,3,57,29,12,41,13,118,270, $2.03 , $0.10 , $0.40 , $1.21 , $0.12 , $0.05 , $3.91 , $4.75 ,1,-7,38,40,72,,,,,,,,,,,
7141.42974.8667,5,1,3,43,17,6,63,13,125,267, $2.00 , $0.10 , $0.26 , $1.04 , $0.19 , $0.10 , $3.69 , $4.75 ,9,-11,22,33,53,,,,,,,,,,,
7141.42974.8667,6,2,2,89,42,25,46,13,131,346, $1.73 , $0.15 , $0.88 , $2.25 , $0.20 , $0.08 , $5.29 , $7.75 ,8,-17,32,16,39,,,,,,,,,,,
7141.42974.8674,6,1,2,81,41,13,32,12,126,305, $1.53 , $0.10 , $0.37 , $1.18 , $0.05 , $0.05 , $3.28 , $4.75 ,10,-28,27,27,36,,,,,,,,,,,
7141.42974.8688,1,2,2,92,40,12,63,18,119,344, $1.72 , $0.15 , $0.63 , $1.23 , $0.21 , $0.08 , $4.02 , $5.50 ,8,-22,26,37,49,,,,,,,,,,,
7141.42974.8688,6,1,2,69,46,21,31,12,111,290, $1.45 , $0.10 , $0.37 , $1.12 , $0.03 , $0.05 , $3.12 , $4.75 ,9,-2,26,5,38,,,,,,,,,,,
7141.42974.8715,3,1,2,71,46,11,54,12,103,297, $1.49 , $0.10 , $0.28 , $0.85 , $0.09 , $0.05 , $2.86 , $4.25 ,2,-13,15,19,23,,,,,,,,,,,
7141.42974.8729,7,2,2,102,31,29,44,11,129,346, $1.73 , $0.15 , $0.39 , $1.72 , $0.16 , $0.08 , $4.23 , $6.75 ,5,-17,30,36,54,,,,,,,,,,,
7141.42974.8764,5,1,2,36,23,8,39,14,33,153, $0.77 , $0.10 , $0.23 , $0.38 , $0.07 , $0.05 , $1.60 , $4.75 ,8,21,8,5,42,,,,,,,,,,,
7141.42974.8806,5,1,1,46,25,9,76,20,34,210, $0.53 , $0.10 , $0.18 , $0.60 , $0.07 , $0.05 , $1.53 , $4.75 ,8,9,25,36,78,,,,,,,,,,,
7141.42974.8868,4,2,1,76,32,23,46,25,64,266, $0.67 , $0.15 , $0.24 , $0.65 , $0.08 , $0.08 , $1.87 , $5.50 ,6,18,18,37,79,,,,,,,,,,,
7141.42974.8868,5,1,2,41,29,9,38,12,27,156, $0.78 , $0.10 , $0.22 , $0.53 , $0.09 , $0.05 , $1.77 , $4.75 ,6,20,19,36,81,,,,,,,,,,,
7141.42974.8903,3,2,1,47,48,15,32,27,59,228, $0.57 , $0.15 , $0.40 , $0.67 , $0.17 , $0.08 , $2.04 , $6.75 ,7,19,15,20,61,,,,,,,,,,,
7141.42974.8910,6,1,1,28,42,17,46,19,48,200, $0.50 , $0.10 , $0.13 , $0.68 , $0.09 , $0.05 , $1.55 , $4.75 ,5,13,22,26,66,,,,,,,,,,,
7141.42975.4597,6,1,1,46,36,13,48,17,20,180, $0.45 , $0.10 , $0.18 , $0.83 , $0.23 , $0.05 , $1.84 , $4.75 ,8,13,25,36,82,,,,,,,,,,,
7141.42975.4681,6,1,2,28,46,13,31,17,30,165, $0.83 , $0.10 , $(0.09), $0.90 , $0.08 , $0.05 , $1.87 , $4.75 ,4,1,25,8,38,,,,,,,,,,,
7141.42975.4715,1,1,1,40,30,11,61,23,45,210, $0.53 , $0.10 , $0.20 , $0.38 , $0.07 , $0.05 , $1.33 , $3.75 ,4,-2,24,30,56,,,,,,,,,,,
7141.42975.4736,7,1,2,24,28,19,58,13,35,177, $0.89 , $0.10 , $0.16 , $0.53 , $0.05 , $0.05 , $1.78 , $4.75 ,4,10,23,28,65,,,,,,,,,,,
7141.42975.4896,2,2,2,42,35,20,30,17,26,170, $0.85 , $0.15 , $0.32 , $0.72 , $0.21 , $0.08 , $2.33 , $5.50 ,5,13,25,26,69,,,,,,,,,,,
7141.42975.4993,5,1,2,46,34,9,60,12,29,190, $0.95 , $0.10 , $0.15 , $0.59 , $0.16 , $0.05 , $2.00 , $4.75 ,7,16,29,31,83,,,,,,,,,,,
7141.42975.5028,7,1,2,35,27,16,55,16,30,179, $0.90 , $0.10 , $0.18 , $0.82 , $0.08 , $0.05 , $2.13 , $4.75 ,8,19,16,31,74,,,,,,,,,,,
7141.42975.5035,6,2,1,53,39,18,63,23,66,262, $0.66 , $0.15 , $0.46 , $1.29 , $0.22 , $0.08 , $2.86 , $7.75 ,8,-6,28,29,59,,,,,,,,,,,
7141.42975.5063,3,1,2,40,43,8,31,12,20,154, $0.77 , $0.10 , $0.11 , $0.58 , $0.06 , $0.05 , $1.67 , $4.25 ,8,11,25,31,75,,,,,,,,,,,
7141.42975.5111,7,1,2,38,24,13,67,14,7,163, $0.82 , $0.10 , $0.08 , $0.55 , $0.09 , $0.05 , $1.69 , $4.75 ,8,14,17,37,76,,,,,,,,,,,
7141.42975.5167,4,1,2,52,29,18,40,13,4,156, $0.78 , $0.10 , $0.20 , $0.35 , $0.09 , $0.05 , $1.57 , $3.75 ,8,12,12,28,60,,,,,,,,,,,
7141.42975.5250,7,1,2,48,29,10,9,12,29,137, $0.69 , $0.10 , $0.20 , $0.62 , $0.12 , $0.05 , $1.78 , $4.75 ,8,11,18,37,74,,,,,,,,,,,
7141.42975.5285,3,1,1,45,44,7,53,20,38,207, $0.52 , $0.10 , $0.31 , $0.54 , $0.14 , $0.05 , $1.66 , $4.25 ,6,-1,27,34,66,,,,,,,,,,,
7141.42975.5299,3,1,1,47,45,11,62,17,30,212, $0.53 , $0.10 , $0.34 , $0.45 , $0.12 , $0.05 , $1.59 , $4.25 ,3,7,27,25,62,,,,,,,,,,,
7141.42975.5347,7,1,2,34,26,17,38,14,13,142, $0.71 , $0.10 , $0.17 , $0.68 , $0.09 , $0.05 , $1.80 , $4.75 ,9,5,24,31,69,,,,,,,,,,,
7141.42975.5507,2,2,2,60,49,21,80,13,15,238, $1.19 , $0.15 , $0.35 , $0.77 , $0.20 , $0.08 , $2.74 , $5.50 ,8,12,17,37,74,,,,,,,,,,,
7141.42975.5563,3,1,1,40,42,10,38,21,13,164, $0.41 , $0.10 , $0.19 , $0.50 , $0.08 , $0.05 , $1.33 , $4.25 ,8,7,3,34,52,,,,,,,,,,,
7141.42975.5625,5,1,2,42,27,7,70,15,33,194, $0.97 , $0.10 , $0.23 , $0.70 , $0.10 , $0.05 , $2.15 , $4.75 ,5,12,18,14,49,,,,,,,,,,,
7141.42975.5771,1,1,2,41,42,9,34,12,64,202, $1.01 , $0.10 , $0.21 , $0.34 , $0.04 , $0.05 , $1.75 , $3.75 ,4,-1,21,31,55,,,,,,,,,,,
7141.42975.5868,1,1,2,43,32,9,55,14,33,186, $0.93 , $0.10 , $0.12 , $0.31 , $0.11 , $0.05 , $1.62 , $3.75 ,9,21,27,26,83,,,,,,,,,,,
7141.42975.5944,5,1,1,37,25,6,33,20,46,167, $0.42 , $0.10 , $0.21 , $0.47 , $0.03 , $0.05 , $1.28 , $4.75 ,7,10,5,28,50,,,,,,,,,,,
7141.42975.5965,6,2,2,46,43,21,44,14,35,203, $1.02 , $0.15 , $0.53 , $1.42 , $0.25 , $0.08 , $3.45 , $7.75 ,7,15,26,23,71,,,,,,,,,,,
7141.42975.5986,1,1,1,49,29,11,61,17,50,217, $0.54 , $0.20 , $0.12 , $0.34 , $0.08 , $0.05 , $1.33 , $3.75 ,3,13,21,20,57,,,,,,,,,,,
7141.42975.6118,6,2,2,43,45,23,34,14,39,198, $0.99 , $0.15 , $0.43 , $1.20 , $0.18 , $0.08 , $3.03 , $7.75 ,8,21,19,33,81,,,,,,,,,,,
7141.42975.6285,1,1,1,50,41,8,32,20,45,196, $0.49 , $0.10 , $0.14 , $0.25 , $0.10 , $0.05 , $1.13 , $3.75 ,5,10,18,38,71,,,,,,,,,,,
7141.42975.6375,3,1,1,39,51,13,27,21,39,190, $0.48 , $0.10 , $0.15 , $0.29 , $0.10 , $0.05 , $1.17 , $4.25 ,9,20,22,13,64,,,,,,,,,,,
7141.42975.6472,5,1,2,35,36,9,60,15,21,176, $0.88 , $0.20 , $0.17 , $0.48 , $0.07 , $0.05 , $1.85 , $4.75 ,7,11,3,21,42,,,,,,,,,,,
7141.42975.6535,5,1,2,35,23,8,33,15,31,145, $0.73 , $0.10 , $0.14 , $0.53 , $0.17 , $0.05 , $1.72 , $4.75 ,9,21,6,24,60,,,,,,,,,,,
7141.42975.6639,5,2,1,40,25,12,71,26,52,226, $0.57 , $0.15 , $0.33 , $1.27 , $0.18 , $0.08 , $2.58 , $7.75 ,4,17,29,13,63,,,,,,,,,,,
7141.42975.6639,4,1,2,99,40,9,29,11,25,213, $1.07 , $0.10 , $0.08 , $0.34 , $0.11 , $0.05 , $1.75 , $3.75 ,3,25,17,33,78,,,,,,,,,,,
7141.42975.6646,6,2,2,42,14,21,57,11,30,175, $0.88 , $0.15 , $0.35 , $1.19 , $0.23 , $0.08 , $2.88 , $7.75 ,7,16,30,26,79,,,,,,,,,,,
7141.42975.6653,1,1,2,32,23,8,41,12,29,145, $0.73 , $0.10 , $0.16 , $0.28 , $0.12 , $0.05 , $1.44 , $3.75 ,2,24,17,33,76,,,,,,,,,,,
7141.42975.6750,3,1,3,63,30,11,45,14,120,283, $2.12 , $0.10 , $0.37 , $0.79 , $0.19 , $0.05 , $3.62 , $4.25 ,5,-24,17,40,38,,,,,,,,,,,
7141.42975.6778,7,1,2,80,20,12,56,15,122,305, $1.53 , $0.10 , $0.17 , $0.96 , $0.13 , $0.05 , $2.94 , $4.75 ,8,-13,32,23,50,,,,,,,,,,,
7141.42975.6813,7,2,2,89,22,24,67,16,116,334, $1.67 , $0.15 , $0.36 , $1.87 , $0.21 , $0.08 , $4.34 , $6.75 ,8,-10,20,20,38,,,,,,,,,,,
7141.42975.6896,4,1,1,182,33,19,51,21,185,491, $1.23 , $0.20 , $0.25 , $0.58 , $0.07 , $0.05 , $2.38 , $3.75 ,8,-21,19,37,43,,,,,,,,,,,
7141.42975.6993,1,2,1,85,38,14,63,23,173,396, $0.99 , $0.15 , $0.72 , $1.25 , $0.13 , $0.08 , $3.32 , $5.50 ,6,-24,35,40,57,,,,,,,,,,,
7141.42975.7035,6,1,3,50,19,13,70,14,108,274, $2.06 , $0.10 , $0.48 , $1.25 , $0.18 , $0.05 , $4.12 , $4.75 ,5,-17,27,32,47,,,,,,,,,,,
7141.42975.7063,7,1,2,92,28,15,54,13,114,316, $1.58 , $0.10 , $0.19 , $0.80 , $0.12 , $0.05 , $2.84 , $4.75 ,9,-7,18,14,34,,,,,,,,,,,
7141.42975.7076,5,1,2,79,29,8,30,11,117,274, $1.37 , $0.10 , $0.44 , $1.18 , $0.15 , $0.05 , $3.29 , $4.75 ,5,-10,20,34,49,,,,,,,,,,,
7141.42975.7083,1,2,2,94,37,11,44,13,116,315, $1.58 , $0.15 , $0.58 , $1.17 , $0.16 , $0.08 , $3.72 , $5.50 ,8,-6,24,33,59,,,,,,,,,,,
7141.42975.7111,5,2,1,85,32,10,60,27,179,393, $0.98 , $0.15 , $0.61 , $2.00 , $0.20 , $0.08 , $4.02 , $7.75 ,8,-29,22,20,21,,,,,,,,,,,
7141.42975.7264,7,2,2,106,31,31,73,13,121,375, $1.88 , $0.15 , $0.45 , $1.73 , $0.17 , $0.08 , $4.46 , $6.75 ,4,8,23,36,71,,,,,,,,,,,
7141.42975.7278,5,2,2,90,26,9,58,18,149,350, $1.75 , $0.15 , $0.59 , $2.19 , $0.06 , $0.08 , $4.82 , $7.75 ,7,-13,33,38,65,,,,,,,,,,,
7141.42975.7285,6,2,1,95,24,21,47,20,181,388, $0.97 , $0.15 , $0.87 , $2.22 , $0.19 , $0.08 , $4.48 , $7.75 ,3,12,25,36,76,,,,,,,,,,,
7141.42975.7292,1,1,3,56,13,9,49,15,116,258, $1.94 , $0.10 , $0.30 , $0.53 , $(0.01), $0.05 , $2.91 , $3.75 ,8,-9,28,38,65,,,,,,,,,,,
7141.42975.7299,7,1,1,81,27,22,46,23,158,357, $0.89 , $0.10 , $0.20 , $0.81 , $0.03 , $0.05 , $2.08 , $4.75 ,7,-14,26,34,53,,,,,,,,,,,
7141.42975.7299,6,1,3,60,19,20,32,15,105,251, $1.88 , $0.10 , $0.40 , $1.28 , $0.11 , $0.05 , $3.82 , $4.75 ,8,-7,30,14,45,,,,,,,,,,,
7141.42975.7340,1,1,1,51,37,9,61,19,146,323, $0.81 , $0.10 , $0.20 , $0.56 , $0.13 , $0.05 , $1.85 , $3.75 ,5,-17,4,23,15,,,,,,,,,,,
7141.42975.7340,5,1,2,68,43,6,68,14,129,328, $1.64 , $0.20 , $0.28 , $1.10 , $0.04 , $0.05 , $3.31 , $4.75 ,8,-24,27,40,51,,,,,,,,,,,
7141.42975.7347,5,2,2,109,44,9,61,14,101,338, $1.69 , $0.15 , $0.68 , $2.17 , $0.22 , $0.08 , $4.99 , $7.75 ,9,-20,36,38,63,,,,,,,,,,,
7141.42975.7382,6,1,1,78,41,11,25,18,175,348, $0.87 , $0.10 , $0.34 , $1.39 , $0.12 , $0.05 , $2.87 , $4.75 ,4,-31,36,16,25,,,,,,,,,,,
7141.42975.7431,6,2,2,84,17,25,32,14,125,297, $1.49 , $0.15 , $0.82 , $2.34 , $0.21 , $0.08 , $5.09 , $7.75 ,8,-21,30,20,37,,,,,,,,,,,
7141.42975.7431,3,2,2,76,45,16,54,16,123,330, $1.65 , $0.15 , $0.77 , $1.42 , $0.20 , $0.08 , $4.27 , $6.75 ,5,-7,31,23,52,,,,,,,,,,,
7141.42975.7438,5,2,2,88,28,13,55,17,114,315, $1.58 , $0.15 , $0.71 , $2.25 , $0.26 , $0.08 , $5.03 , $7.75 ,6,-24,24,25,31,,,,,,,,,,,
7141.42975.7451,5,1,3,54,19,8,54,16,114,265, $1.99 , $0.10 , $0.30 , $0.97 , $0.09 , $0.05 , $3.50 , $4.75 ,4,1,8,41,54,,,,,,,,,,,
7141.42975.7458,5,1,1,76,33,6,51,21,162,349, $0.87 , $0.10 , $0.26 , $1.07 , $0.14 , $0.05 , $2.49 , $4.75 ,4,-7,35,42,74,,,,,,,,,,,
7141.42975.7507,3,2,2,102,51,13,52,13,126,357, $1.79 , $0.15 , $0.72 , $1.41 , $0.19 , $0.08 , $4.34 , $6.75 ,7,-9,15,33,46,,,,,,,,,,,
7141.42975.7521,3,1,2,75,26,8,43,14,103,269, $1.35 , $0.10 , $0.33 , $0.77 , $0.12 , $0.05 , $2.72 , $4.25 ,9,15,28,23,75,,,,,,,,,,,
7141.42975.7576,6,2,1,86,46,22,44,22,184,404, $1.01 , $0.15 , $0.79 , $2.35 , $0.20 , $0.08 , $4.58 , $7.75 ,9,-1,9,36,53,,,,,,,,,,,
7141.42975.7576,1,1,1,74,31,14,53,21,169,362, $0.91 , $0.10 , $0.32 , $0.58 , $0.04 , $0.05 , $2.00 , $3.75 ,7,-10,31,28,56,,,,,,,,,,,
7141.42975.7590,6,2,2,95,50,22,41,15,121,344, $1.72 , $0.15 , $0.77 , $2.34 , $0.26 , $0.08 , $5.32 , $7.75 ,3,-24,31,32,42,,,,,,,,,,,
7141.42975.7590,3,1,1,88,59,13,39,16,177,392, $0.98 , $0.10 , $0.29 , $0.83 , $0.13 , $0.05 , $2.38 , $4.25 ,4,-8,18,17,31,,,,,,,,,,,
7141.42975.7597,6,1,2,80,29,11,40,13,120,293, $1.47 , $0.10 , $0.42 , $1.29 , $0.10 , $0.05 , $3.43 , $4.75 ,8,-12,37,15,48,,,,,,,,,,,
7141.42975.7618,3,1,3,46,32,9,68,14,130,299, $2.24 , $0.10 , $0.25 , $0.73 , $0.21 , $0.05 , $3.58 , $4.25 ,3,-22,22,37,40,,,,,,,,,,,
7141.42975.7618,4,1,2,164,25,18,47,15,109,378, $1.89 , $0.10 , $0.21 , $0.59 , $0.09 , $0.05 , $2.93 , $3.75 ,7,-7,28,37,65,,,,,,,,,,,
7141.42975.7646,5,2,2,94,32,13,45,17,126,327, $1.64 , $0.15 , $0.55 , $2.23 , $0.21 , $0.08 , $4.86 , $7.75 ,7,-13,36,23,53,,,,,,,,,,,
7141.42975.7736,1,2,2,80,47,16,66,14,117,340, $1.70 , $0.15 , $0.52 , $1.23 , $0.16 , $0.08 , $3.84 , $5.50 ,8,-21,9,26,22,,,,,,,,,,,
7141.42975.7743,7,1,2,83,23,15,42,11,119,293, $1.47 , $0.10 , $0.19 , $0.74 , $0.04 , $0.05 , $2.59 , $4.75 ,8,5,32,41,86,,,,,,,,,,,
7141.42975.7771,2,1,3,59,25,13,85,14,121,317, $2.38 , $0.10 , $0.31 , $0.59 , $0.08 , $0.05 , $3.51 , $3.75 ,8,-8,13,33,46,,,,,,,,,,,
7141.42975.7778,2,2,3,53,34,14,44,12,106,263, $1.97 , $0.15 , $0.65 , $1.17 , $0.19 , $0.08 , $4.21 , $5.50 ,5,-10,31,34,60,,,,,,,,,,,
7141.42975.7778,7,1,1,69,25,14,40,22,196,366, $0.92 , $0.10 , $0.15 , $0.91 , $0.20 , $0.05 , $2.33 , $4.75 ,6,-37,28,18,15,,,,,,,,,,,
7141.42975.7799,1,2,2,90,29,16,44,15,136,330, $1.65 , $0.15 , $0.66 , $1.23 , $0.22 , $0.08 , $3.99 , $5.50 ,8,-2,28,40,74,,,,,,,,,,,
7141.42975.7813,7,2,2,85,27,27,55,13,117,324, $1.62 , $0.15 , $0.36 , $1.73 , $0.24 , $0.08 , $4.18 , $6.75 ,5,-19,16,41,43,,,,,,,,,,,
7141.42975.7847,1,2,2,102,31,14,54,12,103,316, $1.58 , $0.15 , $0.61 , $1.27 , $0.18 , $0.08 , $3.87 , $5.50 ,10,-5,34,18,57,,,,,,,,,,,
7141.42975.7854,5,1,2,79,34,8,42,12,124,299, $1.50 , $0.10 , $0.34 , $1.01 , $0.11 , $0.05 , $3.11 , $4.75 ,6,-3,29,42,74,,,,,,,,,,,
7141.42975.7882,4,1,3,85,20,27,41,15,126,314, $2.36 , $0.10 , $0.20 , $0.73 , $0.11 , $0.05 , $3.55 , $3.75 ,6,3,29,35,73,,,,,,,,,,,
7141.42975.7882,1,2,1,90,48,16,10,20,171,355, $0.89 , $0.15 , $0.65 , $1.19 , $0.13 , $0.08 , $3.09 , $5.50 ,3,-22,35,37,53,,,,,,,,,,,
