,,,,Cycle time,,,,,,,Cost,,,,,,,,Survey,,,,,Calculated,,,,,,,,,,
8973.43078.5028,2,2,2,30,70,18,85,17,74,294, $1.47 , $0.15 , $0.38 , $0.81 , $0.23 , $0.08 , $3.12 , $5.50 ,5,-2,15,13,31,,,,,,,,,,,
8973.43078.5069,5,1,3,36,33,6,56,15,72,218, $1.64 , $0.10 , $0.18 , $0.55 , $0.21 , $0.05 , $2.73 , $4.75 ,3,-9,23,10,27,,,,,,,,,,,
8973.43078.5104,7,2,2,48,54,34,65,15,90,306, $1.53 , $0.15 , $0.16 , $1.12 , $0.19 , $0.08 , $3.23 , $6.75 ,4,-7,17,33,47,,,,,,,,,,,
8973.43078.5104,5,1,2,19,53,7,32,16,90,217, $1.09 , $0.10 , $0.16 , $0.62 , $0.12 , $0.05 , $2.14 , $4.75 ,5,14,24,29,72,,,,,,,,,,,
8973.43078.5111,6,1,1,36,68,15,36,20,133,308, $0.77 , $0.10 , $0.34 , $0.88 , $0.12 , $0.05 , $2.26 , $4.75 ,8,-17,34,28,53,,,,,,,,,,,
8973.43078.5167,7,2,1,52,58,32,68,21,187,418, $1.05 , $0.15 , $0.23 , $1.14 , $0.15 , $0.08 , $2.80 , $6.75 ,7,-34,21,19,13,,,,,,,,,,,
8973.43078.5174,5,1,2,35,55,9,46,10,100,255, $1.28 , $0.10 , $0.10 , $0.69 , $0.04 , $0.05 , $2.26 , $4.75 ,8,4,7,32,51,,,,,,,,,,,
8973.43078.5215,6,1,2,37,74,16,48,12,86,273, $1.37 , $0.10 , $0.22 , $0.89 , $0.04 , $0.05 , $2.67 , $4.75 ,6,-5,21,40,62,,,,,,,,,,,
8973.43078.5215,3,1,2,27,78,10,74,14,95,298, $1.49 , $0.10 , $0.25 , $0.38 , $0.10 , $0.05 , $2.37 , $4.25 ,5,-11,15,13,22,,,,,,,,,,,
8973.43078.5215,1,1,1,34,63,9,56,19,110,291, $0.73 , $0.10 , $0.22 , $0.35 , $0.11 , $0.05 , $1.56 , $3.75 ,8,12,22,37,79,,,,,,,,,,,
8973.43078.5222,1,1,2,36,71,14,53,13,75,262, $1.31 , $0.10 , $0.15 , $0.36 , $0.07 , $0.05 , $2.04 , $3.75 ,9,-16,18,32,43,,,,,,,,,,,
8973.43078.5222,5,1,3,44,37,4,38,14,117,254, $1.91 , $0.10 , $0.14 , $0.70 , $0.11 , $0.05 , $3.01 , $4.75 ,6,-23,23,28,34,,,,,,,,,,,
8973.43078.5222,3,2,2,55,90,16,69,18,117,365, $1.83 , $0.15 , $0.49 , $0.76 , $0.19 , $0.08 , $3.50 , $6.75 ,7,-3,14,34,52,,,,,,,,,,,
8973.43078.5229,1,1,1,47,74,9,40,21,129,320, $0.80 , $0.10 , $0.16 , $0.45 , $0.13 , $0.05 , $1.69 , $3.75 ,8,-25,11,4,-2,,,,,,,,,,,
8973.43078.5243,5,1,2,32,46,7,70,12,95,262, $1.31 , $0.10 , $0.19 , $0.78 , $0.03 , $0.05 , $2.46 , $4.75 ,4,4,17,31,56,,,,,,,,,,,
8973.43078.5306,1,1,1,34,79,13,69,18,139,352, $0.88 , $0.10 , $0.15 , $0.41 , $0.04 , $0.05 , $1.63 , $3.75 ,4,-24,23,29,32,,,,,,,,,,,
8973.43078.5319,4,1,1,43,67,20,22,17,175,344, $0.86 , $0.10 , $0.11 , $0.43 , $0.14 , $0.05 , $1.69 , $3.75 ,4,-30,10,16,0,,,,,,,,,,,
8973.43078.5326,5,1,3,41,36,6,45,14,85,227, $1.70 , $0.10 , $0.23 , $0.61 , $0.14 , $0.05 , $2.83 , $4.75 ,9,-14,18,21,34,,,,,,,,,,,
8973.43078.5326,5,1,2,59,49,7,56,13,101,285, $1.43 , $0.10 , $0.07 , $0.33 , $0.11 , $0.05 , $2.09 , $4.75 ,8,-20,16,13,17,,,,,,,,,,,
8973.43078.5424,3,2,1,65,95,17,41,20,105,343, $0.86 , $0.15 , $0.53 , $0.93 , $0.14 , $0.08 , $2.69 , $6.75 ,5,-25,18,25,23,,,,,,,,,,,
8973.43078.5514,3,2,2,36,99,18,6,14,128,301, $1.51 , $0.15 , $0.40 , $0.95 , $0.23 , $0.08 , $3.32 , $6.75 ,7,-7,24,33,57,,,,,,,,,,,
8973.43078.5569,5,1,3,16,37,7,59,16,116,251, $1.88 , $0.10 , $0.23 , $0.48 , $0.06 , $0.05 , $2.80 , $4.75 ,8,-15,6,33,32,,,,,,,,,,,
8973.43078.5576,6,1,2,46,64,17,21,14,85,247, $1.24 , $0.10 , $0.30 , $0.90 , $0.08 , $0.05 , $2.67 , $4.75 ,7,-8,32,34,65,,,,,,,,,,,
8973.43078.5625,3,1,3,37,71,12,50,12,45,227, $1.70 , $0.10 , $0.20 , $0.43 , $0.10 , $0.05 , $2.58 , $4.25 ,7,-7,22,21,43,,,,,,,,,,,
8973.43078.5632,7,1,3,34,31,21,44,14,89,233, $1.75 , $0.10 , $0.16 , $0.60 , $0.10 , $0.05 , $2.76 , $4.75 ,6,-5,27,18,46,,,,,,,,,,,
8973.43078.5681,1,1,2,48,81,13,29,11,81,263, $1.32 , $0.10 , $0.24 , $0.25 , $0.04 , $0.05 , $2.00 , $3.75 ,8,1,12,37,58,,,,,,,,,,,
8973.43078.5701,1,2,2,55,80,20,54,13,127,349, $1.75 , $0.15 , $0.42 , $0.75 , $0.13 , $0.08 , $3.28 , $5.50 ,3,-23,21,22,23,,,,,,,,,,,
8973.43078.5736,2,2,1,36,79,14,62,26,128,345, $0.86 , $0.15 , $0.37 , $0.84 , $0.17 , $0.08 , $2.47 , $5.50 ,7,-8,28,36,63,,,,,,,,,,,
8973.43078.5736,6,1,2,43,70,9,49,17,86,274, $1.37 , $0.10 , $0.20 , $0.83 , $0.16 , $0.05 , $2.71 , $4.75 ,4,2,30,39,75,,,,,,,,,,,
8973.43078.5743,5,2,2,26,53,11,34,16,71,211, $1.06 , $0.15 , $0.30 , $1.28 , $0.21 , $0.08 , $3.08 , $7.75 ,9,7,14,6,36,,,,,,,,,,,
8973.43078.5757,1,2,2,42,84,18,40,12,59,255, $1.28 , $0.15 , $0.44 , $0.76 , $0.18 , $0.08 , $2.89 , $5.50 ,6,-8,9,18,25,,,,,,,,,,,
8973.43078.5771,1,2,1,52,84,15,54,21,86,312, $0.78 , $0.15 , $0.44 , $0.65 , $0.26 , $0.08 , $2.36 , $5.50 ,6,1,21,31,59,,,,,,,,,,,
8973.43078.5813,4,1,2,75,71,26,43,14,88,317, $1.59 , $0.10 , $0.12 , $0.39 , $0.11 , $0.05 , $2.36 , $3.75 ,3,-7,12,30,38,,,,,,,,,,,
8973.43078.5819,1,1,2,60,63,11,64,14,125,337, $1.69 , $0.20 , $0.22 , $0.45 , $0.08 , $0.05 , $2.69 , $3.75 ,7,-8,19,12,30,,,,,,,,,,,
8973.43078.5854,6,1,2,43,36,15,61,13,23,191, $0.96 , $0.10 , $0.26 , $0.54 , $0.04 , $0.05 , $1.95 , $4.75 ,5,20,20,9,54,,,,,,,,,,,
8973.43078.5944,6,2,3,31,34,24,55,14,27,185, $1.39 , $0.15 , $0.48 , $1.37 , $0.24 , $0.08 , $3.71 , $7.75 ,3,15,34,16,68,,,,,,,,,,,
8973.43078.6021,1,1,1,39,25,7,66,17,28,182, $0.46 , $0.10 , $0.19 , $0.29 , $0.10 , $0.05 , $1.19 , $3.75 ,9,20,13,31,73,,,,,,,,,,,
8973.43078.6035,5,1,1,44,28,8,23,22,29,154, $0.39 , $0.10 , $0.22 , $0.60 , $0.10 , $0.05 , $1.46 , $4.75 ,5,14,21,29,69,,,,,,,,,,,
8973.43078.6076,7,1,1,47,20,22,42,20,38,189, $0.47 , $0.10 , $0.14 , $0.35 , $0.16 , $0.05 , $1.27 , $4.75 ,1,23,25,32,81,,,,,,,,,,,
8973.43078.6111,6,1,2,39,46,16,50,14,30,195, $0.98 , $0.10 , $0.27 , $0.75 , $0.19 , $0.05 , $2.34 , $4.75 ,9,20,31,14,74,,,,,,,,,,,
8973.43078.6132,4,1,2,63,40,23,51,11,26,214, $1.07 , $0.10 , $0.19 , $0.28 , $0.10 , $0.05 , $1.79 , $3.75 ,7,24,8,25,64,,,,,,,,,,,
8973.43078.6153,3,2,2,31,61,12,55,14,25,198, $0.99 , $0.15 , $0.44 , $0.76 , $0.14 , $0.08 , $2.56 , $6.75 ,6,26,20,21,73,,,,,,,,,,,
8973.43078.6181,6,2,1,35,51,24,61,26,57,254, $0.64 , $0.15 , $0.32 , $1.21 , $0.19 , $0.08 , $2.59 , $7.75 ,8,18,12,26,64,,,,,,,,,,,
8973.43078.6194,5,2,1,32,32,9,41,23,37,174, $0.44 , $0.15 , $0.19 , $1.11 , $0.18 , $0.08 , $2.15 , $7.75 ,4,21,21,6,52,,,,,,,,,,,
8973.43078.6222,3,2,1,32,54,14,47,25,46,218, $0.55 , $0.15 , $0.34 , $0.69 , $0.22 , $0.08 , $2.03 , $6.75 ,8,18,25,28,79,,,,,,,,,,,
8973.43078.6368,1,1,1,40,18,10,60,18,48,194, $0.49 , $0.10 , $0.16 , $0.31 , $0.11 , $0.05 , $1.22 , $3.75 ,2,18,18,19,57,,,,,,,,,,,
8973.43078.6417,1,1,2,46,31,10,46,16,28,177, $0.89 , $0.10 , $0.18 , $0.29 , $0.10 , $0.05 , $1.61 , $3.75 ,8,20,19,22,69,,,,,,,,,,,
8973.43078.6431,1,2,1,26,37,17,45,24,47,196, $0.49 , $0.15 , $0.27 , $0.69 , $0.18 , $0.08 , $1.86 , $5.50 ,5,21,10,24,60,,,,,,,,,,,
8973.43078.6542,1,1,1,49,35,9,55,25,42,215, $0.54 , $0.10 , $0.10 , $0.28 , $0.19 , $0.05 , $1.26 , $3.75 ,7,17,21,38,83,,,,,,,,,,,
8973.43078.6729,2,1,3,31,42,9,87,15,27,211, $1.58 , $0.10 , $0.16 , $0.35 , $0.10 , $0.05 , $2.34 , $3.75 ,9,9,13,19,50,,,,,,,,,,,
8973.43078.6757,4,2,3,57,48,32,57,16,38,248, $1.86 , $0.15 , $0.24 , $0.55 , $0.11 , $0.08 , $2.99 , $5.50 ,6,0,17,15,38,,,,,,,,,,,
8973.43078.6799,2,2,1,52,90,18,75,21,32,288, $0.72 , $0.15 , $0.35 , $0.63 , $0.33 , $0.08 , $2.26 , $5.50 ,7,13,26,36,82,,,,,,,,,,,
8973.43078.6840,3,1,3,36,52,10,42,14,40,194, $1.46 , $0.10 , $0.32 , $0.45 , $0.11 , $0.05 , $2.49 , $4.25 ,6,-1,25,39,69,,,,,,,,,,,
8973.43078.6889,6,1,2,56,70,7,43,16,34,226, $1.13 , $0.10 , $0.26 , $0.65 , $0.07 , $0.05 , $2.26 , $4.75 ,8,2,15,16,41,,,,,,,,,,,
8973.43078.6910,2,1,1,38,86,14,88,18,48,292, $0.73 , $0.10 , $0.07 , $0.32 , $0.10 , $0.05 , $1.37 , $3.75 ,5,-2,16,23,42,,,,,,,,,,,
8973.43078.6910,7,1,2,42,56,16,47,12,30,203, $1.02 , $0.10 , $0.08 , $0.35 , $0.10 , $0.05 , $1.70 , $4.75 ,10,18,18,31,77,,,,,,,,,,,
8973.43078.6958,6,2,2,30,83,22,37,19,30,221, $1.11 , $0.15 , $0.37 , $1.18 , $0.31 , $0.08 , $3.20 , $7.75 ,7,2,17,37,63,,,,,,,,,,,
8973.43078.6979,1,1,3,19,43,9,51,14,37,173, $1.30 , $0.10 , $0.12 , $0.30 , $0.07 , $0.05 , $1.94 , $3.75 ,3,4,9,30,46,,,,,,,,,,,
8973.43078.7014,1,1,1,36,66,13,35,21,64,235, $0.59 , $0.10 , $0.07 , $0.31 , $0.08 , $0.05 , $1.20 , $3.75 ,9,-7,16,16,34,,,,,,,,,,,
8973.43078.7063,3,1,2,55,82,9,41,12,31,230, $1.15 , $0.10 , $0.22 , $0.33 , $(0.01), $0.05 , $1.84 , $4.25 ,8,11,17,24,60,,,,,,,,,,,
8973.43078.7076,6,2,2,63,70,23,46,13,25,240, $1.20 , $0.15 , $0.44 , $1.37 , $0.22 , $0.08 , $3.46 , $7.75 ,7,3,14,40,64,,,,,,,,,,,
8973.43078.7181,5,2,3,31,47,11,46,14,32,181, $1.36 , $0.15 , $0.34 , $0.88 , $0.13 , $0.08 , $2.94 , $7.75 ,7,17,20,7,51,,,,,,,,,,,
8973.43078.7222,5,1,3,29,39,5,31,15,23,142, $1.07 , $0.10 , $0.08 , $0.46 , $0.14 , $0.05 , $1.90 , $4.75 ,4,12,20,30,66,,,,,,,,,,,
8973.43078.7236,1,1,1,47,66,11,47,18,46,235, $0.59 , $0.10 , $0.14 , $0.34 , $0.17 , $0.05 , $1.39 , $3.75 ,5,2,27,37,71,,,,,,,,,,,
8973.43078.7271,3,2,2,49,96,13,81,13,31,283, $1.42 , $0.15 , $0.29 , $0.79 , $0.30 , $0.08 , $3.03 , $6.75 ,9,9,19,20,57,,,,,,,,,,,
8973.43078.7278,5,2,1,58,70,10,37,20,35,230, $0.58 , $0.15 , $0.35 , $1.05 , $0.28 , $0.08 , $2.49 , $7.75 ,7,12,21,36,76,,,,,,,,,,,
8973.43078.7375,6,1,3,21,44,17,58,11,17,168, $1.26 , $0.10 , $0.17 , $0.53 , $0.08 , $0.05 , $2.19 , $4.75 ,4,21,22,28,75,,,,,,,,,,,
8973.43078.7375,6,2,2,47,89,20,26,11,31,224, $1.12 , $0.15 , $0.37 , $1.35 , $0.24 , $0.08 , $3.31 , $7.75 ,8,15,17,23,63,,,,,,,,,,,
8973.43078.7382,7,1,3,37,35,19,54,14,31,190, $1.43 , $0.10 , $0.09 , $0.42 , $0.06 , $0.05 , $2.15 , $4.75 ,3,4,21,37,65,,,,,,,,,,,
8973.43078.7396,4,1,1,55,69,15,46,21,32,238, $0.60 , $0.10 , $0.20 , $0.28 , $0.03 , $0.05 , $1.26 , $3.75 ,8,12,23,22,65,,,,,,,,,,,
8973.43078.7403,1,1,2,44,70,10,34,13,25,196, $0.98 , $0.10 , $0.15 , $0.28 , $0.17 , $0.05 , $1.73 , $3.75 ,7,12,24,37,80,,,,,,,,,,,
8973.43078.7410,1,1,3,21,53,13,75,15,24,201, $1.51 , $0.10 , $0.13 , $0.30 , $0.05 , $0.05 , $2.14 , $3.75 ,4,12,19,13,48,,,,,,,,,,,
8973.43078.7438,7,1,2,38,48,23,32,11,25,177, $0.89 , $0.10 , $0.09 , $0.38 , $0.13 , $0.05 , $1.64 , $4.75 ,4,5,17,21,47,,,,,,,,,,,
8973.43078.7465,5,1,2,50,61,7,39,11,38,206, $1.03 , $0.10 , $0.15 , $0.50 , $0.14 , $0.05 , $1.97 , $4.75 ,5,6,20,31,62,,,,,,,,,,,
8973.43078.7521,7,1,3,22,23,20,53,11,27,156, $1.17 , $0.10 , $0.13 , $0.44 , $0.04 , $0.05 , $1.93 , $4.75 ,6,17,19,36,78,,,,,,,,,,,
8973.43078.7528,2,1,2,55,64,11,74,13,27,244, $1.22 , $0.10 , $0.11 , $0.26 , $0.15 , $0.05 , $1.89 , $3.75 ,2,13,17,26,58,,,,,,,,,,,
8973.43078.7549,6,1,2,41,89,16,48,16,35,245, $1.23 , $0.10 , $0.18 , $0.64 , $0.13 , $0.05 , $2.33 , $4.75 ,6,11,13,30,60,,,,,,,,,,,
8973.43078.7604,3,2,1,58,95,18,14,23,51,259, $0.65 , $0.15 , $0.39 , $0.72 , $0.15 , $0.08 , $2.14 , $6.75 ,5,1,25,35,66,,,,,,,,,,,
8973.43078.7604,1,1,2,22,77,9,59,16,38,221, $1.11 , $0.10 , $0.09 , $0.25 , $0.13 , $0.05 , $1.73 , $3.75 ,7,16,23,32,78,,,,,,,,,,,
8973.43078.7618,2,1,2,55,77,11,65,13,42,263, $1.32 , $0.10 , $0.06 , $0.32 , $0.17 , $0.05 , $2.02 , $3.75 ,5,4,18,28,55,,,,,,,,,,,
8973.43078.7632,6,1,3,32,51,10,16,12,18,139, $1.04 , $0.10 , $0.19 , $0.59 , $0.11 , $0.05 , $2.08 , $4.75 ,7,14,21,19,61,,,,,,,,,,,
8973.43078.7667,4,1,1,57,61,28,52,17,30,245, $0.61 , $0.10 , $0.13 , $0.29 , $0.07 , $0.05 , $1.25 , $3.75 ,4,5,23,11,43,,,,,,,,,,,
8973.43078.7708,6,1,3,26,43,17,45,12,23,166, $1.25 , $0.10 , $0.21 , $0.55 , $0.17 , $0.05 , $2.33 , $4.75 ,8,16,20,30,74,,,,,,,,,,,
8973.43078.7757,4,1,3,50,43,25,35,13,24,190, $1.43 , $0.10 , $0.13 , $0.24 , $0.04 , $0.05 , $1.99 , $3.75 ,8,13,22,17,60,,,,,,,,,,,
8973.43078.7778,6,1,3,30,46,12,45,16,20,169, $1.27 , $0.10 , $0.13 , $0.47 , $0.11 , $0.05 , $2.13 , $4.75 ,6,18,25,24,73,,,,,,,,,,,
8973.43078.7792,3,1,2,43,77,12,42,12,43,229, $1.15 , $0.10 , $0.21 , $0.48 , $0.11 , $0.05 , $2.10 , $4.25 ,8,12,13,23,56,,,,,,,,,,,
8973.43078.7813,1,1,2,22,73,14,41,13,34,197, $0.99 , $0.10 , $0.21 , $0.21 , $0.19 , $0.05 , $1.75 , $3.75 ,7,17,11,28,63,,,,,,,,,,,
8973.43078.7847,1,1,2,43,78,11,78,14,35,259, $1.30 , $0.10 , $0.09 , $0.36 , $0.18 , $0.05 , $2.08 , $3.75 ,7,8,24,20,59,,,,,,,,,,,
8973.43078.7882,1,1,1,40,74,8,53,20,57,252, $0.63 , $0.10 , $0.10 , $0.26 , $0.20 , $0.05 , $1.34 , $3.75 ,3,5,19,34,61,,,,,,,,,,,
8973.43078.7889,6,2,2,36,82,21,64,12,26,241, $1.21 , $0.15 , $0.29 , $1.17 , $0.23 , $0.08 , $3.13 , $7.75 ,9,11,17,35,72,,,,,,,,,,,
8973.43078.7896,4,1,1,73,76,21,42,21,40,273, $0.68 , $0.10 , $0.08 , $0.28 , $0.08 , $0.05 , $1.27 , $3.75 ,7,3,18,36,64,,,,,,,,,,,
8973.43078.7903,5,1,2,39,61,6,43,15,43,207, $1.04 , $0.10 , $0.21 , $0.60 , $0.13 , $0.05 , $2.13 , $4.75 ,4,-3,14,22,37,,,,,,,,,,,
8973.43078.7938,3,1,2,43,71,5,36,15,37,207, $1.04 , $0.10 , $0.15 , $0.38 , $0.07 , $0.05 , $1.79 , $4.25 ,8,10,25,21,64,,,,,,,,,,,
8973.43078.7972,3,1,1,41,88,11,47,22,29,238, $0.60 , $0.10 , $0.16 , $0.40 , $0.06 , $0.05 , $1.37 , $4.25 ,7,13,17,27,64,,,,,,,,,,,
8973.43078.7986,1,1,2,49,74,13,67,17,31,251, $1.26 , $0.10 , $0.18 , $0.29 , $0.17 , $0.05 , $2.05 , $3.75 ,8,20,20,16,64,,,,,,,,,,,
8973.43078.7993,7,1,1,37,39,22,54,20,59,231, $0.58 , $0.10 , $0.11 , $0.42 , $0.07 , $0.05 , $1.33 , $4.75 ,9,4,13,18,44,,,,,,,,,,,
8973.43078.8000,6,1,2,23,66,15,51,12,21,188, $0.94 , $0.10 , $0.06 , $0.63 , $0.06 , $0.05 , $1.84 , $4.75 ,6,7,27,28,68,,,,,,,,,,,
8973.43078.8035,4,2,2,51,85,29,57,13,26,261, $1.31 , $0.15 , $0.25 , $0.58 , $0.15 , $0.08 , $2.52 , $5.50 ,6,6,29,29,70,,,,,,,,,,,
8973.43078.8097,7,1,3,30,33,23,64,15,38,203, $1.52 , $0.10 , $0.09 , $0.48 , $(0.01), $0.05 , $2.23 , $4.75 ,5,0,20,23,48,,,,,,,,,,,
8973.43078.8153,5,2,2,45,58,10,51,14,33,211, $1.06 , $0.15 , $0.31 , $1.02 , $0.34 , $0.08 , $2.96 , $7.75 ,3,10,28,11,52,,,,,,,,,,,
8973.43078.8208,3,1,1,43,82,12,37,17,47,238, $0.60 , $0.10 , $0.19 , $0.30 , $0.10 , $0.05 , $1.34 , $4.25 ,10,2,9,20,41,,,,,,,,,,,
8973.43078.8215,7,2,3,26,34,25,59,15,27,186, $1.40 , $0.15 , $0.19 , $0.92 , $0.08 , $0.08 , $2.82 , $6.75 ,9,13,21,14,57,,,,,,,,,,,
8973.43078.8222,1,1,3,28,43,10,55,14,29,179, $1.34 , $0.10 , $0.19 , $0.37 , $0.12 , $0.05 , $2.17 , $3.75 ,6,9,2,33,50,,,,,,,,,,,
8973.43078.8257,7,2,1,48,56,27,49,18,39,237, $0.59 , $0.30 , $0.18 , $0.91 , $0.21 , $0.08 , $2.27 , $6.75 ,8,6,15,29,58,,,,,,,,,,,
8973.43078.8257,1,1,2,58,60,9,47,13,24,211, $1.06 , $0.10 , $0.18 , $0.31 , $0.11 , $0.05 , $1.81 , $3.75 ,9,12,26,37,84,,,,,,,,,,,
8973.43078.8264,1,1,3,30,36,10,57,13,29,175, $1.31 , $0.10 , $0.14 , $0.38 , $-   , $0.10 , $2.03 , $3.75 ,9,7,17,27,60,,,,,,,,,,,
8973.43078.8278,6,1,2,37,75,11,47,11,33,214, $1.07 , $0.10 , $0.25 , $0.75 , $0.06 , $0.05 , $2.28 , $4.75 ,4,4,26,27,61,,,,,,,,,,,
8973.43078.8313,3,2,1,43,93,14,48,23,54,275, $0.69 , $0.15 , $0.36 , $0.82 , $0.27 , $0.08 , $2.37 , $6.75 ,2,-6,16,29,41,,,,,,,,,,,
8973.43078.8319,1,1,1,47,67,9,52,20,39,234, $0.59 , $0.10 , $0.21 , $0.28 , $0.11 , $0.10 , $1.39 , $3.75 ,7,0,12,20,39,,,,,,,,,,,
8973.43078.8340,3,1,2,32,93,9,77,16,27,254, $1.27 , $0.10 , $0.25 , $0.31 , $0.15 , $0.05 , $2.13 , $4.25 ,4,2,6,26,38,,,,,,,,,,,
8973.43078.8354,2,1,2,37,69,9,51,12,29,207, $1.04 , $0.10 , $0.09 , $0.42 , $0.13 , $0.05 , $1.83 , $3.75 ,6,7,24,17,54,,,,,,,,,,,
8973.43078.8361,5,1,1,51,52,6,44,19,30,202, $0.51 , $0.10 , $0.11 , $0.61 , $0.16 , $0.05 , $1.54 , $4.75 ,7,10,14,27,58,,,,,,,,,,,
8973.43078.8403,1,1,2,60,73,9,37,15,33,227, $1.14 , $0.10 , $0.12 , $0.37 , $0.04 , $0.05 , $1.82 , $3.75 ,8,8,23,23,62,,,,,,,,,,,
8973.43078.8410,1,1,2,47,70,8,44,13,30,212, $1.06 , $0.10 , $0.14 , $0.43 , $0.22 , $0.05 , $2.00 , $3.75 ,8,5,27,25,65,,,,,,,,,,,
8973.43078.8424,5,1,2,52,55,7,54,13,29,210, $1.05 , $0.10 , $0.11 , $0.44 , $0.12 , $0.05 , $1.87 , $4.75 ,3,11,24,25,63,,,,,,,,,,,
8973.43078.8438,2,1,2,38,76,10,97,13,26,260, $1.30 , $0.10 , $0.16 , $0.27 , $0.02 , $0.05 , $1.90 , $3.75 ,5,7,7,40,59,,,,,,,,,,,
8973.43078.8458,6,1,1,51,61,14,23,19,41,209, $0.52 , $0.10 , $0.25 , $0.62 , $0.11 , $0.05 , $1.65 , $4.75 ,8,7,27,16,58,,,,,,,,,,,
8973.43078.8465,1,1,3,21,50,10,38,13,44,176, $1.32 , $0.10 , $0.09 , $0.28 , $0.16 , $0.05 , $2.00 , $3.75 ,7,14,5,31,57,,,,,,,,,,,
8973.43078.8465,1,1,1,38,81,13,69,24,43,268, $0.67 , $0.10 , $0.11 , $0.23 , $0.21 , $0.05 , $1.37 , $3.75 ,10,8,5,15,38,,,,,,,,,,,
8973.43078.8521,1,2,2,18,84,15,64,15,18,214, $1.07 , $0.15 , $0.24 , $0.59 , $0.14 , $0.08 , $2.27 , $5.50 ,7,13,15,37,72,,,,,,,,,,,
8973.43078.8653,1,1,3,21,51,11,43,18,39,183, $1.37 , $0.20 , $0.15 , $0.29 , $0.12 , $0.05 , $2.18 , $3.75 ,5,13,20,15,53,,,,,,,,,,,
8973.43078.8694,5,1,3,19,40,5,42,12,39,157, $1.18 , $0.10 , $0.19 , $0.46 , $0.17 , $0.05 , $2.15 , $4.75 ,6,12,20,29,67,,,,,,,,,,,
8973.43078.8708,3,1,2,45,78,9,61,16,32,241, $1.21 , $0.10 , $0.20 , $0.38 , $0.12 , $0.05 , $2.06 , $4.25 ,7,9,21,17,54,,,,,,,,,,,
8973.43078.8868,1,2,2,39,32,15,66,8,19,179, $0.90 , $0.15 , $0.33 , $0.58 , $0.16 , $0.08 , $2.20 , $5.50 ,5,22,20,28,75,,,,,,,,,,,
8973.43078.8944,6,1,1,37,34,15,59,22,40,207, $0.52 , $0.10 , $0.15 , $0.48 , $0.15 , $0.05 , $1.45 , $4.75 ,6,17,13,28,64,,,,,,,,,,,
8973.43079.4493,6,1,1,58,34,15,44,23,47,221, $0.55 , $0.10 , $0.18 , $0.52 , $0.07 , $0.05 , $1.47 , $4.75 ,8,17,27,31,83,,,,,,,,,,,
8973.43079.4618,6,1,2,47,73,11,31,12,81,255, $1.28 , $0.10 , $0.21 , $0.80 , $0.03 , $0.05 , $2.47 , $4.75 ,6,-15,11,27,29,,,,,,,,,,,
8973.43079.4743,6,2,3,26,59,23,41,17,90,256, $1.92 , $0.15 , $0.53 , $1.50 , $0.21 , $0.08 , $4.39 , $7.75 ,9,-1,33,12,53,,,,,,,,,,,
8973.43079.4819,1,2,2,49,82,16,46,15,76,284, $1.42 , $0.15 , $0.32 , $0.73 , $0.20 , $0.08 , $2.90 , $5.50 ,3,4,21,26,54,,,,,,,,,,,
8973.43079.4861,5,1,2,47,52,6,23,11,99,238, $1.19 , $0.10 , $0.26 , $0.66 , $0.13 , $0.05 , $2.39 , $4.75 ,6,-18,28,14,30,,,,,,,,,,,
8973.43079.4896,2,2,2,37,87,20,59,16,78,297, $1.49 , $0.15 , $0.32 , $0.83 , $0.14 , $0.16 , $3.09 , $5.50 ,7,2,10,15,34,,,,,,,,,,,
8973.43079.4910,3,2,2,24,99,15,66,18,71,293, $1.47 , $0.15 , $0.43 , $0.89 , $0.21 , $0.08 , $3.23 , $6.75 ,4,-2,18,17,37,,,,,,,,,,,
8973.43079.4917,1,1,2,34,75,11,54,15,63,252, $1.26 , $0.10 , $0.11 , $0.32 , $0.09 , $0.05 , $1.93 , $3.75 ,7,-1,2,24,32,,,,,,,,,,,
8973.43079.4958,7,1,1,42,46,18,61,21,160,348, $0.87 , $0.10 , $0.13 , $0.72 , $0.12 , $0.05 , $1.99 , $4.75 ,10,10,23,26,69,,,,,,,,,,,
8973.43079.5007,6,2,2,41,70,19,57,14,116,317, $1.59 , $0.15 , $0.53 , $1.41 , $0.11 , $0.08 , $3.87 , $7.75 ,7,-22,24,34,43,,,,,,,,,,,
8973.43079.5056,7,1,1,35,54,16,39,25,116,285, $0.71 , $0.10 , $0.10 , $0.57 , $0.17 , $0.05 , $1.70 , $4.75 ,5,-2,24,15,42,,,,,,,,,,,
8973.43079.5069,5,1,1,39,59,8,42,17,143,308, $0.77 , $0.10 , $0.20 , $0.77 , $(0.03), $0.05 , $1.86 , $4.75 ,9,-10,27,25,51,,,,,,,,,,,
8973.43079.5104,7,1,2,31,41,22,48,14,86,242, $1.21 , $0.10 , $0.14 , $0.60 , $0.11 , $0.10 , $2.26 , $4.75 ,5,-17,20,31,39,,,,,,,,,,,
8973.43079.5111,1,1,1,36,62,9,81,20,172,380, $0.95 , $0.10 , $0.19 , $0.35 , $0.08 , $0.05 , $1.72 , $3.75 ,2,-39,21,39,23,,,,,,,,,,,
8973.43079.5139,1,1,1,48,74,8,25,21,127,303, $0.76 , $0.10 , $0.28 , $0.36 , $0.14 , $0.05 , $1.69 , $3.75 ,5,-26,21,25,25,,,,,,,,,,,
